selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
342,cb_train-00002-of-00007_0035,CompBench,add,add a person wearing blue clothes behind the child in green shirt in the same direction,a child in blue clothes and a child in green and white clothes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,35,d0696759/2/00030.png,cb-src-a44893820df7ea9894a0,cb-scene-d0696759,relative,B,relative_to_neighbor
343,cb_train-00002-of-00007_0112,CompBench,add,add a white bird on the rightmost side with its body facing right,a white bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,112,ee91f783/0/00014.png,cb-src-5443c55c8c99426d653f,cb-scene-ee91f783,extreme,B,extreme_or_superlative_instance
344,cb_train-00002-of-00007_0118,CompBench,add,add a yellow chicken on the rightmost side with its body facing right,a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,118,f169fd1b/0/00001.png,cb-src-d4dc29914f786f639903,cb-scene-f169fd1b,extreme,B,extreme_or_superlative_instance
345,cb_train-00002-of-00007_0136,CompBench,add,add a brown and white cat on the leftmost yellow chair,a brown and white cat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,136,fa95a6a2/0/00008.png,cb-src-c52bce77c21cfeb38074,cb-scene-fa95a6a2,extreme,B,extreme_or_superlative_instance
346,cb_train-00002-of-00007_0155,CompBench,remove,remove the leftmost fish,transparent fish tank wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,155,001ca3cb/0/00026.png,cb-src-8005105b6491b1649301,cb-scene-001ca3cb,extreme,B,extreme_or_superlative_instance
347,cb_train-00002-of-00007_0184,CompBench,remove,remove the leftmost white-clad person,green grass and a person in red clothes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,184,0442a954/1/00028.png,cb-src-8e60bef94bffb84076f8,cb-scene-0442a954,extreme,B,extreme_or_superlative_instance
348,cb_train-00002-of-00007_0186,CompBench,remove,remove the rightmost tiger,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,186,05ed1023/0/00003.png,cb-src-b43d945b448612cdb6cf,cb-scene-05ed1023,extreme,B,extreme_or_superlative_instance
349,cb_train-00002-of-00007_0202,CompBench,remove,remove the rightmost rabbit,black and white rabbit with wall decoration,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,202,0d4feda2/0/00004.png,cb-src-171759559ea8ef80e4c7,cb-scene-0d4feda2,extreme,B,extreme_or_superlative_instance
350,cb_train-00002-of-00007_0204,CompBench,remove,remove the rabbit on the uppermost,wall and net,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,204,0e7001dd/1/00027.png,cb-src-3fb74b85077334eae8c8,cb-scene-0e7001dd,extreme,B,extreme_or_superlative_instance
351,cb_train-00002-of-00007_0206,CompBench,remove,remove the rightmost zebra,trees and fence,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,206,111e0a5c/0/00007.png,cb-src-11d91fa2dc1c2c95d926,cb-scene-111e0a5c,extreme,B,extreme_or_superlative_instance
352,cb_train-00002-of-00007_0216,CompBench,remove,remove the person on the rightmost,a white boat and water surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,216,1143b3fe/0/00011.png,cb-src-231e7f32dc869d1375da,cb-scene-1143b3fe,extreme,B,extreme_or_superlative_instance
353,cb_train-00002-of-00007_0238,CompBench,remove,remove the leftmost boat,sea surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,238,1291276c/1/00006.png,cb-src-e6472ee1fb23e0e73eb3,cb-scene-1291276c,extreme,B,extreme_or_superlative_instance
354,cb_train-00002-of-00007_0246,CompBench,remove,remove the leftmost elephant,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,246,132561ee/0/00000.png,cb-src-9ef4875e6893ead003b6,cb-scene-132561ee,extreme,B,extreme_or_superlative_instance
355,cb_train-00002-of-00007_0247,CompBench,remove,remove the leftmost elephant,forest and grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,247,14655f54/4/00110.png,cb-src-15833f4ddd6dec765baf,cb-scene-14655f54,extreme,B,extreme_or_superlative_instance
356,cb_train-00002-of-00007_0248,CompBench,remove,remove the rightmost elephant,ground and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,248,14655f54/5/00109.png,cb-src-d7269a5a35edc8c3028b,cb-scene-14655f54,extreme,B,extreme_or_superlative_instance
357,cb_train-00002-of-00007_0249,CompBench,remove,remove the elephant on the rightmost,ground and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,249,14655f54/8/00062.png,cb-src-a0f49812db8ac9f45bcd,cb-scene-14655f54,extreme,B,extreme_or_superlative_instance
358,cb_train-00002-of-00007_0250,CompBench,remove,remove the leftmost person,road and fence,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,250,15e9161e/0/00007.png,cb-src-961f13fb8f83fda7efb3,cb-scene-15e9161e,extreme,B,extreme_or_superlative_instance
359,cb_train-00002-of-00007_0288,CompBench,remove,remove the duck on the uppermost,green water surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,288,1dba51af/4/00018.png,cb-src-d68b4a48852d41b4db6e,cb-scene-1dba51af,extreme,B,extreme_or_superlative_instance
360,cb_train-00002-of-00007_0290,CompBench,remove,remove the leftmost turtle,blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,290,1dc0c9a0/0/00016.png,cb-src-3bd421bd74e06ae6170a,cb-scene-1dc0c9a0,extreme,B,extreme_or_superlative_instance
361,cb_train-00002-of-00007_0291,CompBench,remove,remove the bottommost turtle,blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,291,1dc0c9a0/1/00016.png,cb-src-2341a66126b4abf2895b,cb-scene-1dc0c9a0,extreme,B,extreme_or_superlative_instance
362,cb_train-00002-of-00007_0315,CompBench,remove,remove the rightmost sheep,white sheep and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,315,1e75004d/0/00001.png,cb-src-0be9d9aedb158f326513,cb-scene-1e75004d,extreme,B,extreme_or_superlative_instance
363,cb_train-00002-of-00007_0334,CompBench,remove,remove the rightmost dog,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,334,1fc5e086/1/00053.png,cb-src-c769523bcd2a714b6830,cb-scene-1fc5e086,extreme,B,extreme_or_superlative_instance
364,cb_train-00002-of-00007_0337,CompBench,remove,remove the rightmost car,road and green belt,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,337,2080824a/0/00005.png,cb-src-c53d87c1eb20e5e6d80b,cb-scene-2080824a,extreme,B,extreme_or_superlative_instance
365,cb_train-00002-of-00007_0339,CompBench,remove,remove the rightmost sheep,two white sheep and a wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,339,214aeac3/0/00148.png,cb-src-1c217127e569755b70d3,cb-scene-214aeac3,extreme,B,extreme_or_superlative_instance
366,cb_train-00002-of-00007_0362,CompBench,remove,remove the rightmost sheep,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,362,25af2eeb/12/00011.png,cb-src-582fb3b6587840add414,cb-scene-25af2eeb,extreme,B,extreme_or_superlative_instance
367,cb_train-00002-of-00007_0368,CompBench,remove,remove the leftmost fish,transparent fish tank inner wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,368,294e7bf8/0/00029.png,cb-src-1656a9bb3889072db741,cb-scene-294e7bf8,extreme,B,extreme_or_superlative_instance
368,cb_train-00002-of-00007_0380,CompBench,remove,remove the leftmost cow,sky and tree branches,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,380,2af0e766/1/00027.png,cb-src-94dbd940faa6017bf275,cb-scene-2af0e766,extreme,B,extreme_or_superlative_instance
369,cb_train-00002-of-00007_0382,CompBench,remove,remove the rightmost bird,yellow ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,382,2b0e34d3/1/00039.png,cb-src-96c6b967e4529aded897,cb-scene-2b0e34d3,extreme,B,extreme_or_superlative_instance
370,cb_train-00002-of-00007_0386,CompBench,remove,remove the leftmost monkey,monkey and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,386,2bc0bba4/0/00009.png,cb-src-cb5cd8ad78501db4a6e6,cb-scene-2bc0bba4,extreme,B,extreme_or_superlative_instance
371,cb_train-00002-of-00007_0408,CompBench,remove,remove the rightmost bear,ground and green plants,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,408,316931f8/0/00026.png,cb-src-7de2c10fdf20efde41ba,cb-scene-316931f8,extreme,B,extreme_or_superlative_instance
372,cb_train-00003-of-00007_0002,CompBench,remove,remove the rightmost horse,green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,2,31b09833/2/00043.png,cb-src-41b9f71f1869c52e88bc,cb-scene-31b09833,extreme,B,extreme_or_superlative_instance
373,cb_train-00003-of-00007_0026,CompBench,remove,remove the rightmost monkey on the wooden boat,wooden boat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,26,34504f63/4/00020.png,cb-src-5e4245315b235a316252,cb-scene-34504f63,extreme,B,extreme_or_superlative_instance
374,cb_train-00003-of-00007_0029,CompBench,remove,remove the person on the leftmost,black store front,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,29,34a5f964/1/00028.png,cb-src-2214d1ac4f0847f6fd6a,cb-scene-34a5f964,extreme,B,extreme_or_superlative_instance
375,cb_train-00003-of-00007_0030,CompBench,remove,remove the leftmost person,black storefront,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,30,34a5f964/1/00060.png,cb-src-611c26e74e6f9c53089f,cb-scene-34a5f964,extreme,B,extreme_or_superlative_instance
376,cb_train-00003-of-00007_0032,CompBench,remove,remove the rightmost bear,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,32,34ccea00/0/00005.png,cb-src-8951a6cb58bf27098b16,cb-scene-34ccea00,extreme,B,extreme_or_superlative_instance
377,cb_train-00003-of-00007_0052,CompBench,remove,remove the leftmost duck,ground and a black chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,52,37af9ac1/0/00203.png,cb-src-001d444e24c1322bf91f,cb-scene-37af9ac1,extreme,B,extreme_or_superlative_instance
378,cb_train-00003-of-00007_0063,CompBench,remove,remove the leftmost zebra,green grassland and a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,63,3b19c5c3/3/00014.png,cb-src-ec180a5bb8bb0f33b28c,cb-scene-3b19c5c3,extreme,B,extreme_or_superlative_instance
379,cb_train-00003-of-00007_0070,CompBench,remove,remove the leftmost dog,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,70,3e5ad020/0/00016.png,cb-src-635a008ace65287938c2,cb-scene-3e5ad020,extreme,B,extreme_or_superlative_instance
380,cb_train-00003-of-00007_0071,CompBench,remove,remove the rightmost rabbit,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,71,3f09f5c9/0/00036.png,cb-src-9b4125c864d228956872,cb-scene-3f09f5c9,extreme,B,extreme_or_superlative_instance
381,cb_train-00003-of-00007_0073,CompBench,remove,remove the rightmost giraffe,ground and bushes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,73,405c6000/0/00001.png,cb-src-39e63120fb0b89f16704,cb-scene-405c6000,extreme,B,extreme_or_superlative_instance
382,cb_train-00003-of-00007_0075,CompBench,remove,remove the rightmost airplane,sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,75,41dae436/1/00004.png,cb-src-97f0a031ede306cd81ac,cb-scene-41dae436,extreme,B,extreme_or_superlative_instance
383,cb_train-00003-of-00007_0076,CompBench,remove,remove the leftmost chicken,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,76,42ff84a5/1/00000.png,cb-src-b761bcfc6cda801abac4,cb-scene-42ff84a5,extreme,B,extreme_or_superlative_instance
384,cb_train-00003-of-00007_0081,CompBench,remove,remove the rightmost black rabbit,blue pool,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,81,4385b2c4/2/00045.png,cb-src-007504c0fd0d89efb880,cb-scene-4385b2c4,extreme,B,extreme_or_superlative_instance
385,cb_train-00003-of-00007_0082,CompBench,remove,remove the white rabbit on the rightmost,blue pool,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,82,4385b2c4/4/00001.png,cb-src-0cc8245995e9a4e65170,cb-scene-4385b2c4,extreme,B,extreme_or_superlative_instance
386,cb_train-00003-of-00007_0083,CompBench,remove,remove the white rabbit on the rightmost,blue pool,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,83,4385b2c4/4/00005.png,cb-src-162396b758731e8bd39b,cb-scene-4385b2c4,extreme,B,extreme_or_superlative_instance
387,cb_train-00003-of-00007_0086,CompBench,remove,remove the leftmost dog,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,86,4539b907/0/00007.png,cb-src-c0c91951e48cbb9999b9,cb-scene-4539b907,extreme,B,extreme_or_superlative_instance
388,cb_train-00003-of-00007_0087,CompBench,remove,remove the rightmost dog,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,87,4539b907/1/00000.png,cb-src-483b2513636d206ed71d,cb-scene-4539b907,extreme,B,extreme_or_superlative_instance
389,cb_train-00003-of-00007_0088,CompBench,remove,remove the rightmost dog,muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,88,4539b907/1/00004.png,cb-src-0985f78b1e88389274e2,cb-scene-4539b907,extreme,B,extreme_or_superlative_instance
390,cb_train-00003-of-00007_0092,CompBench,remove,remove the leftmost person,building exterior and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,92,46a502de/0/00004.png,cb-src-2a09a402ec01d9089aa8,cb-scene-46a502de,extreme,B,extreme_or_superlative_instance
391,cb_train-00003-of-00007_0095,CompBench,remove,remove the leftmost dog,green grass and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,95,46d140ea/0/00074.png,cb-src-ad53ee7ff842a16a19a9,cb-scene-46d140ea,extreme,B,extreme_or_superlative_instance
392,cb_train-00003-of-00007_0119,CompBench,remove,remove the leftmost tiger,a tiger and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,119,4c83eab8/0/00003.png,cb-src-d3ce6a63ac8ac252a2d8,cb-scene-4c83eab8,extreme,B,extreme_or_superlative_instance
393,cb_train-00003-of-00007_0123,CompBench,remove,remove the leftmost chicken,ground and bamboo cage,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,123,52ddf44c/0/00039.png,cb-src-d749b8126e9927c9aace,cb-scene-52ddf44c,extreme,B,extreme_or_superlative_instance
394,cb_train-00003-of-00007_0132,CompBench,remove,remove the white goose on the rightmost,grassland with weeds,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,132,57014c7d/2/00064.png,cb-src-05893d92c485ba01fffc,cb-scene-57014c7d,extreme,B,extreme_or_superlative_instance
395,cb_train-00003-of-00007_0133,CompBench,remove,remove the rightmost chicken,muddy ground and pole,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,133,57f3a53e/0/00000.png,cb-src-bfe07c880242ebcc5e32,cb-scene-57f3a53e,extreme,B,extreme_or_superlative_instance
396,cb_train-00003-of-00007_0142,CompBench,remove,remove the leftmost giraffe,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,142,5984ed74/0/00016.png,cb-src-e8011fc4604065dc8d20,cb-scene-5984ed74,extreme,B,extreme_or_superlative_instance
